plan_id,state,metal_level,rate,rate_area
34910BW0175426,WI,Silver,313.34,7
31967KN3945359,IN,Gold,434.53,5
47946SG9060820,GA,Gold,383,3
56566PD5772649,OK,Silver,289.74,4
63700MF2905698,IN,Bronze,234.6,4
82086PA8251697,SC,Silver,323,2
13040ZB3243677,MI,Bronze,326.73,10
46480IK1538357,SC,Gold,492.32,2
40418AJ5359102,MI,Bronze,263.25,4
74697PI8596664,OH,Bronze,276.31,5
08183KE5796913,IN,Bronze,312.11,15
55932UI5060429,SC,Silver,290.21,16
31165XO1494199,TX,Gold,292.29,16
61128TB9161814,TX,Platinum,594.45,25
46794QJ3405096,SC,Bronze,214.57,12
53109XY2918610,OH,Silver,361.81,9
20584BV6782145,GA,Silver,266.04,3
77049VT1579558,NC,Silver,323.55,1
63075GS6936918,PA,Silver,273.35,7
01866WM7831898,WV,Silver,263.57,11
78231JQ9906637,SC,Silver,293.16,21
15674LJ2090459,IN,Gold,445.22,5
34316HD8214478,GA,Bronze,226,3
29330ZO8663026,MO,Bronze,277.21,5
96892WT5113882,SC,Bronze,269.92,40
01354YZ9941728,SC,Bronze,259.17,8
73072ZN1401230,LA,Bronze,229.38,3
55171SG9038466,WI,Gold,363.91,9
23704GW1901082,SC,Gold,344.46,31
53672HQ3651869,NM,Bronze,210.53,1
51102LA8521889,IN,Bronze,325.65,6
81445YI9471946,OH,Gold,355.34,11
79417TT6123436,MO,Bronze,214.05,6
40030UI3691064,MI,Gold,425.7023721,4
38364OY4855089,SC,Bronze,234.62,46
82914WD5872618,WI,Silver,287.22,15
63784VT3503515,UT,Bronze,198.54,1
68895IR6122243,FL,Platinum,419.23,16
63019HP1547048,SC,Silver,289.58,44
83977CN0598828,FL,Bronze,220.54,43
32192TU4283428,SC,Silver,308.25,22
60148QL4487452,WI,Silver,408.86,8
92972MG0116140,SC,Gold,354.6,12
02464DB6709067,NV,Silver,339.92,2
48511JX5894718,SC,Silver,231.97,7
10997RC4625007,FL,Platinum,471.92,47
92666DJ1924638,WI,Bronze,296.35,6
82159PO2221931,MI,Gold,374.91,1
96652ML4564322,PA,Gold,432.9,7
87673GQ5597784,OR,Gold,301.8,1
26249TV8894020,NE,Bronze,320.68,1
04220CI6934465,NC,Catastrophic,241.24,1
98756OY7783208,SC,Silver,294.82,33
34071JM6570766,SC,Bronze,263.89,31
77296EA8322176,IL,Silver,292.26,10
31305BT8714615,WI,Silver,338.11,8
55188FJ3152063,WI,Gold,389.28,5
07443AS1659724,FL,Bronze,285.25,34
62618ED2197523,SC,Silver,275.12,5
52067PW0138982,NC,Silver,341.15,4
96542CF0179022,OH,Bronze,230.45,4
27993EF7873854,UT,Silver,271.26,3
68099CX3953314,UT,Bronze,220.34,5
07917IM8926778,VA,Catastrophic,158.78,10
24580HK9109518,MS,Silver,286.02,3
88719KI5993999,FL,Bronze,336.61,25
34235OC0442859,IL,Silver,309.42,4
27962ZH8722756,PA,Silver,341.91,6
11255MS9773492,UT,Silver,238.36,2
38935CT0662707,OH,Silver,339.16,4
03067TK6807097,WY,Gold,452.24,2
20991RM6081123,SC,Silver,484.92,8
17459KR4919039,WI,Silver,382.38,11
69321DK2914858,AZ,Silver,388.87,5
48530GQ8794862,NC,Gold,470.81,9
02591VE2723082,NC,Bronze,261.42,4
51731RS5584018,DE,Silver,293.2,1
75124DJ4558719,NC,Bronze,244.37,7
54173WS9085588,WI,Gold,489.39,12
63533JY6731317,OR,Bronze,191,2
72377VI6093570,FL,Gold,388.54,23
72591EC9187565,MO,Gold,277.65,3
72581VE2841708,OH,Bronze,198.05,1
71538QO0621038,IA,Silver,366,3
67583AP5678387,SC,Bronze,259.56,16
74012MK4698151,PA,Bronze,245.74,8
31739VS9127553,TX,Silver,241.4,9
96078XT3498654,SC,Silver,290.13,38
99869MZ7750051,LA,Bronze,300.67,8
18867GB4283529,SC,Silver,294.24,36
15366FQ2476755,OH,Silver,301.95,15
67590VU9656770,OH,Bronze,235.44,14
99714KX0419197,OK,Silver,347.31,5
94776WP4703702,MI,Silver,280.08,3
20424LD4402645,MI,Silver,299.04,15
81865LB7014663,MI,Silver,278.97,13
38266DD8779975,OR,Silver,271,6
96006PK4999096,OK,Bronze,222.26,5
85850SN3566675,TX,Catastrophic,178.1,7
64391TM9425965,OR,Silver,289,5
68154TR6272304,IN,Gold,541.77,2
29805ND9233595,SC,Gold,304.68,28
46709JZ5541182,FL,Silver,436.22,58
83649DR5305346,FL,Platinum,542.61,43
31149OH8228507,MI,Gold,433.92,3
32544MK3531056,GA,Gold,331.88,10
68534NB7921214,AZ,Silver,361.69,5
21937VQ6323079,AL,Bronze,251.57,4
33306GG9428597,TN,Bronze,157.69,2
03405XG0727886,IL,Silver,477.69,3
93984RB8993699,OR,Silver,240,3
08475FI8722748,SC,Silver,310.01,15
12361DI2686257,IN,Silver,266.6,15
68345PV6189425,WI,Bronze,395.01,4
85804NE7710975,ND,Bronze,261.67,4
73515WF8793638,SC,Gold,364.4,35
12924LH2314224,WI,Gold,416.97,3
54759ML4600215,ND,Silver,314.78,4
05909BL8610211,FL,Bronze,282.24,12
32218KE8306707,TX,Gold,304.52,5
17594QD9029194,VA,Catastrophic,176.25,12
22751PO8862990,SC,Silver,311.52,15
93161LD2985385,OR,Bronze,227,5
79109KM1300833,IA,Bronze,339.77,7
33126WE1455921,WI,Bronze,305.61,15
67880GW0019477,OH,Bronze,283.49,8
42894CU4504452,IL,Gold,283.26,3
30888NL2183294,MT,Silver,276,2
66164IH5454087,MI,Bronze,219.55,11
01575DW9435971,GA,Gold,325.11,3
50249GN1474442,FL,Bronze,306.44,59
84182ST4171497,OR,Silver,244,2
52931JK7219188,FL,Platinum,475.98,54
32445WH9768934,SC,Platinum,692.95,26
57437TT2758997,TX,Bronze,263.45,12
92600KG2282390,LA,Gold,335.66,2
27312BH7856310,UT,Silver,254.85,6
84119LW6895296,WI,Silver,393.23,8
98417UH7557499,OH,Silver,336.16,8
68556KC3600027,TN,Silver,223.39,4
44061VL9655400,SC,Silver,318.05,34
99608GQ9520433,MI,Silver,298.45,4
69811WH3849802,GA,Bronze,217.15,14
09818EK6317715,NC,Silver,296.93,6
38990VB9149162,LA,Silver,354.33,2
66273UT8141349,WI,Bronze,385.2,7
98462DT6779533,SC,Silver,294.87,37
70084EN4255791,TX,Gold,325.69,17
79113BU1788705,AL,Silver,344.81,7
79381BN3682722,OH,Silver,327.3,11
39731JN4329652,FL,Silver,286.74,8
09124OW3963062,OH,Bronze,260.62,10
09645IL2376593,AZ,Gold,262.27,5
47868UI0377116,WI,Silver,340.87,16
01773HK0700895,VA,Bronze,228.47,9
62836OO0013181,GA,Platinum,446.52,6
69566BU5158353,MT,Silver,295.35,4
37445FN9120011,FL,Silver,343.92,5
72151JM8679536,TX,Bronze,305.63,5
19691FL3613781,FL,Gold,421.11,5
87499OP4863510,MS,Gold,361.77,3
79708EB2991607,OH,Silver,311.44,14
09392NV5381978,FL,Gold,432.54,50
14578FR9602049,AR,Silver,297.01,2
05893LM2748905,NC,Platinum,425.25,13
21228TY6339194,AZ,Bronze,186.52,4
45998JG2068159,TX,Silver,276.68,8
22285TF0895037,SC,Gold,383.57,4
22552HL4462443,NC,Bronze,223.83,7
19824YR1398979,FL,Bronze,277.22,60
69762NI2997874,GA,Silver,330.56,3
75670OC5301888,PA,Bronze,187.45,9
33651AF9050026,SD,Catastrophic,199.89,1
75929LR9947347,WI,Platinum,480.84,14
66284KN2405303,TX,Gold,442.36,20
58515MU7501771,FL,Platinum,426.67,40
62783OP9123716,FL,Bronze,217.95,43
46450PJ8903743,UT,Silver,269.19,4
92914NQ8784608,GA,Silver,295.48,3
02431FM0615630,IN,Silver,326.75,4
79970EX2581870,OR,Platinum,380.24,4
14620XB2509372,TX,Catastrophic,153.66,19
78100BC4584370,TX,Bronze,232.92,17
83443KU8200773,FL,Catastrophic,162.16,56
55115KR8470013,AZ,Gold,349.69,1
94633LC0883300,FL,Gold,348.87,27
60066CG8765003,FL,Bronze,293.3,30
29187SF2326898,FL,Silver,318.27,29
41312LF5324357,OH,Silver,290.01,15
68020PR3966450,TX,Gold,325.32,8
49847PK0707156,SC,Silver,277.56,23
63307UW0557148,IL,Platinum,323.93,3
01965SU1710486,OH,Silver,331.88,1
25407DN9633449,VA,Bronze,208.49,2
54512NT1586860,TN,Silver,290.1,6
67356UR9116972,VA,Bronze,232.82,9
16673TM4150299,FL,Gold,330.89,32
71994KJ2607972,AZ,Silver,236,7
39629TW6105486,ME,Catastrophic,210.09,2
22808FC2883575,UT,Bronze,189.13,3
48531PH3951734,SC,Gold,343.44,9
87566JK7647148,KS,Bronze,217.34,5
06044DH8358662,NC,Gold,362.55,10
42549YV2498032,PA,Bronze,192.47,5
17683MS3133983,OH,Gold,333.42,12
19103WF9350518,TX,Silver,367.66,26
36457XW6075375,FL,Gold,425.72,53
39059VX1765981,SC,Bronze,399.62,15
12222FJ1453225,OH,Silver,264.02,15
02560RO5029789,TX,Catastrophic,256.95,25
85922OM7292677,FL,Platinum,442.76,28
44187JZ1895780,IA,Silver,254.56,7
71072RG9275255,MI,Silver,261.21,3
24561TJ1900056,MS,Bronze,197.27,6
90744DV7769118,UT,Silver,274.42,2
83129PN7376212,FL,Bronze,202.24,15
40608LD4441595,TX,Gold,327.22,25
27392VG3632019,MI,Gold,376.14,3
67535RW4096452,SC,Gold,340.07,44
33718ON3192280,GA,Silver,275.97,7
44236RU5249342,OH,Silver,268.83,3
69256DD9298158,GA,Silver,319.54,13
64949GD8556549,FL,Silver,358.04,46
93068WQ0261622,TX,Bronze,251.17,2
93466DT6466832,TX,Gold,366.18,24
81670NQ3762679,WI,Platinum,668.29,12
78625IJ8483350,FL,Catastrophic,213.55,3
72441OY5946270,WI,Catastrophic,222.45,11
56611GD9041614,AR,Silver,288.08,6
93799PM2105675,SC,Gold,606.32,31
05914EC3976741,GA,Silver,310.92,4
51920JM6915976,SC,Silver,329.32,17
68650PX0707973,MT,Silver,229.39,2
57268EH2937476,FL,Bronze,319.28,17
23131QK4904121,NV,Silver,422.79,4
26819KR2828661,OR,Gold,273.25,7
45529HO9011031,GA,Gold,413.58,7
65957JE2728270,WI,Gold,343.66,14
27106QN9314931,TX,Gold,419.76,18
33443ZT5994412,MI,Gold,382.6,5
19787RF5082565,VA,Bronze,239.07,5
70918VO6732810,NM,Silver,201.65,4
61260RB7457634,WI,Silver,357.8,12
16450QS0238976,NM,Silver,288.79,2
76467QY0234816,NC,Platinum,510.5,16
10328CY7514771,WI,Silver,374.44,10
66848UQ4495280,MI,Gold,430.0182487,13
23584VL8701972,WI,Silver,338.97,14
28261LS1852188,OH,Silver,355.83,3
22150OQ5524720,FL,Silver,369.04,17
32965UC9821868,KS,Bronze,223.94,4
98349GQ7214631,SC,Bronze,230.96,27
80168PH1518101,SC,Catastrophic,246.27,45
97926DY2447252,FL,Gold,426.97,64
75637DJ9489677,SC,Bronze,224.34,10
12069II8338508,IL,Bronze,272.9,13
82604VM7237995,SC,Bronze,401.01,29
58701UL7885553,OR,Gold,389.81,5
87036DT7239602,LA,Silver,378.46,7
74252JT2388934,GA,Bronze,217.75,8
19040VM9400300,LA,Bronze,252.07,7
46432CW3218214,OH,Silver,283.13,6
57384QY0760539,MI,Bronze,231.49,5
21084YW5999187,WI,Bronze,261.03,14
54218MX9749831,IL,Bronze,242.48,6
43967XW2776578,WI,Silver,391.75,15
94604OJ9340043,TX,Silver,253.56,3
48038BC3521028,GA,Platinum,529.1,8
24424BZ7174213,VA,Silver,304.75,3
01439QJ9343306,AK,Bronze,510,1
01534PK1843772,SC,Bronze,348.87,2
03688SQ6814700,GA,Bronze,265.08,4
38318OI5035892,PA,Silver,269.43,2
14136PV0865413,SC,Bronze,248.48,26
53149LP0482821,LA,Gold,448.03,7
74509JU2418638,FL,Bronze,240.19,6
05591IX4482621,TN,Bronze,146.27,3
34569XA4909788,IN,Gold,386.28,5
50594RO3541740,SC,Catastrophic,158.12,8
91816QP9084951,FL,Silver,359.69,10
51335PY5308730,GA,Bronze,256.17,5
31320SJ4236377,FL,Platinum,397.56,66
54954BL6197713,OH,Silver,380.12,2
55264WZ3132202,FL,Silver,325.11,57
15230JI4383973,AZ,Catastrophic,152.03,7
66476UM7052001,FL,Silver,381.6,57
96639UP4030407,IN,Bronze,228.13,4
12465MY6733020,SC,Gold,567.95,30
06328CU2796481,WI,Catastrophic,225.91,10
45255HC2892210,WI,Bronze,281.17,16
87010BW2464827,NE,Bronze,314.87,1
91897XI8290484,GA,Silver,296.75,6
99912IL9440011,OH,Gold,355.01,12
55920FD0811225,IA,Bronze,192.07,4
45229HW6931407,TX,Bronze,200.43,6
90639KN5624661,SC,Silver,277.79,26
71809ER0665153,MI,Silver,313.09,9
05926XD0997888,WI,Gold,460.24,8
56986GK4830202,MI,Bronze,252.13,13
64796CS6673419,OH,Silver,244.05,1
13714FV9797356,SC,Silver,289.77,13
58303YY9363524,VA,Bronze,233.87,11
15138JX7610140,FL,Platinum,408.34,4
15144GW0921241,OR,Silver,236.35,4
74924SJ3199266,WI,Silver,300.93,15
05256RQ1507137,OH,Catastrophic,165.1,15
68051VM4996474,SC,Bronze,267.71,17
48998DS8876060,IA,Bronze,167.38,4
77236PI8181953,SC,Catastrophic,227.73,26
69140SN8687152,FL,Platinum,451.31,3
70202OC5570244,FL,Silver,404.18,42
62082GJ4635155,UT,Silver,249.56,2
30151ZM4188531,OH,Bronze,405.24,4
98807FC5030060,FL,Silver,381.29,16
91460IC2567011,TX,Silver,273.77,24
08873VO8829995,SC,Bronze,256.05,5
01452JQ1700659,FL,Platinum,349.49,66
35727YY2079949,OH,Gold,316.55,5
29238PN3624040,WI,Bronze,245.05,16
57422OI4942288,SC,Bronze,202.66,36
12761QX1971578,AZ,Gold,399.67,3
51479UL5587970,GA,Silver,349.76,10
38003VL9547096,IN,Silver,359.96,2
74958PP7943315,GA,Gold,416.68,11
72235CJ3044760,GA,Bronze,234.72,9
80343FN1139850,SC,Catastrophic,299.99,24
99895ZF5245335,FL,Bronze,254.37,50
58731SX5045680,SC,Silver,311.82,46
09098XS3958976,GA,Silver,253.95,8
71629YN1040143,WI,Catastrophic,259.25,1
14457PL8365213,NV,Bronze,269.8576893,1
88729MR3076442,SC,Gold,363.68,39
12118BG0318794,MO,Bronze,212.48,3
59256ER3714051,MI,Silver,250.33,8
61730JO4706056,FL,Gold,441.66,5
23711GK7033500,WI,Bronze,264.27,14
73106PD1403324,SC,Silver,299.3,17
23046RH7188792,IL,Bronze,268.23,11
85596XO0192515,FL,Silver,366.35,34
38235NE6562117,PA,Gold,282.88,2
36330GK2330154,TN,Bronze,310.63,3
13325HT5210127,FL,Silver,370.56,17
25630KR0773137,WI,Silver,392.68,9
72155MN5239169,TN,Bronze,199.64,7
48591HN9772132,TN,Platinum,456.15,6
61028QG9071145,WI,Bronze,231.28,11
19840SV1337483,SC,Silver,320.44,19
26054NT3228560,KS,Bronze,247.17,1
50283TH9326969,TX,Silver,250.64,7
98993QY5172430,OH,Silver,475.75,11
71950RL1957231,WI,Silver,339.06,7
98014TX4746597,IL,Gold,398.62,1
12696PO6160292,UT,Silver,226.81,4
24316HB5738388,FL,Bronze,271.86,29
65988EO9612477,WI,Bronze,266.03,6
03584UW8758085,AL,Silver,268.26,11
93295WF9805676,PA,Gold,366.2,4
45091XV8205073,OH,Gold,368.06,13
35396QS8799283,PA,Gold,349.36,6
15285DN8632324,TX,Gold,378.58,26
20365UM6870659,MI,Bronze,231.49,6
20488DQ2208143,TN,Bronze,207.46,4
01068PM3045886,TX,Gold,466.84,4
47558DV2710448,IN,Gold,434.53,11
97517VF1302897,FL,Platinum,456.37,7
53244LT7820658,FL,Silver,327.11,53
07645YS2506396,OH,Silver,449.17,8
94117WC4721974,MI,Catastrophic,209.18,13
79460ZS5409847,MI,Silver,347.86,11
02915WR2248928,OH,Silver,424.51,9
77859QB3683125,SC,Silver,294.51,11
77811AM2444628,MI,Bronze,261.7,11
61447PW3798218,SC,Silver,471.69,1
86467HO1114273,AZ,Bronze,224.4,3
49045RE8039247,WI,Catastrophic,252.39,15
17415FO8422072,NC,Gold,412.96,8
61439NB3313364,MI,Silver,278.57,3
57219LP2189600,ME,Gold,473.6,2
60732AK4468606,MI,Silver,324.28,10
71187XB2545875,PA,Gold,209.74,1
01600UX1311764,TX,Bronze,213.73,19
61154RR2717710,SC,Silver,302.05,32
87078JE1567235,KS,Bronze,202.6,7
11016ED4221871,SC,Gold,269.54,10
22727WU9746101,SC,Gold,380.84,4
75781TN2074218,FL,Silver,330.79,8
30479RK2181740,IN,Bronze,280.31,10
58241YP9954452,TN,Bronze,321.28,4
41325SY2174967,UT,Gold,321.43,4
61210XL7109224,TX,Gold,305.91,26
60257FB6365331,IL,Silver,243.67,1
75198MN7983368,GA,Bronze,323.66,1
32781PF9209872,ME,Silver,351.21,2
86127DY5732837,MI,Catastrophic,236.15,9
17136DJ4885956,SC,Silver,282.08,7
32194UB6329878,SC,Catastrophic,150.78,25
96027IP8646946,TN,Silver,264.27,4
08514MS6347974,FL,Silver,372.41,42
45013EM4717413,FL,Silver,290.44,58
63985GY6859939,FL,Gold,452.59,5
54476KE0531029,WI,Gold,477.8,6
08055CP6763719,OH,Platinum,617.94,8
40597KQ5088076,WI,Silver,373.65,15
29874SX3663624,MI,Silver,292.34,15
03367HM9201080,FL,Silver,534.07,44
23073WN1725652,OH,Gold,350.16,14
22230PX5446868,LA,Silver,394.94,1
44264QY3101498,OH,Bronze,224.74,12
50837OR0680758,FL,Platinum,456.37,67
22991PD5622360,GA,Bronze,245,2
70819VB2762148,WV,Catastrophic,237.49,1
85702JM9513906,MI,Silver,397.82,16
69116QG9707257,NC,Gold,350.24,14
25667YQ6757501,VA,Bronze,226.83,3
82833FH6403957,FL,Platinum,500.45,17
60198KN2844579,SC,Bronze,336.96,3
14174CC2051243,SC,Silver,317.66,2
64050UL0635007,SC,Gold,308.88,27
31207MQ9388336,FL,Platinum,456.37,3
19725VE7657596,MI,Silver,296.26,4
11087NK3561170,FL,Bronze,318.35,49
63366LD5280931,VA,Bronze,211.76,5
94324NL6081948,TN,Silver,255.26,7
93371SH5947871,WI,Gold,452.78,16
48883ZL2821436,UT,Gold,297.07,4
50946JC5290027,WI,Bronze,281.06,10
16121BM6879497,SC,Silver,286.59,44
93290RH3966132,WI,Silver,424.28,1
38766CM3948501,IN,Platinum,717.51,10
78152WH3401059,AL,Gold,351.28,4
89722HI3045436,GA,Gold,469.89,4
13491QV8628806,IN,Bronze,289.42,6
86471RI3706730,FL,Gold,431.16,59
64827YG7886140,FL,Bronze,256,42
98735PE1452271,MI,Silver,357.9353688,4
53494DL4682608,PA,Platinum,461.1,6
84682SA5848939,AZ,Gold,382.6,3
73283VO0538829,OR,Silver,230.85,2
26735VJ4246224,OR,Silver,234.78,3
73434FZ0896988,NM,Bronze,174.01,2
31837BG1885729,SC,Silver,280.72,7
61676EU5649605,LA,Gold,309.84,1
37078NB7708686,FL,Bronze,291.36,24
68047VW7533525,IA,Bronze,188.49,7
83199QV7615098,IN,Silver,386.79,1
55710QR4178553,AZ,Bronze,272.67,5
93727EN8235957,OH,Silver,415.01,11
64317GZ0231833,AR,Silver,310.07,7
18317OG7284257,WI,Silver,352.19,5
58824SI0879491,VA,Bronze,211.85,12
36726GZ4974616,GA,Gold,569.7,6
03937MC6093323,WI,Silver,369.48,14
43329SU6745071,SC,Catastrophic,299.99,1
27486AI2857896,FL,Platinum,486.19,24
97516PR2395904,IL,Silver,252.14,3
71420OC5640894,OR,Silver,302,4
57615IQ0489088,FL,Bronze,336.44,50
96846TY6773098,OR,Bronze,239.86,6
30998WH5790061,MO,Gold,447.16,4
84841NJ0759905,UT,Silver,249.42,3
35111OF2044202,TX,Silver,225.64,9
77832JS3345463,IN,Gold,582.98,3
70610IZ2310120,SC,Bronze,221.48,13
84067LM3978896,SC,Gold,530.3,33
95769LW2737136,MT,Silver,265.54,3
91272RC0880358,SD,Silver,251.33,2
02744QZ9623890,WI,Silver,285.46,14
93752LH3527688,WI,Silver,327.08,11
49569MB2346726,FL,Bronze,273.5,55
10293JV6475785,SC,Silver,307.43,24
11901NL9424941,NC,Gold,428.74,1
87894VZ5769960,FL,Silver,435.3,6
84893JW0743691,SC,Bronze,249.37,10
69800QY7721727,WI,Silver,303.62,15
77168HM5649668,PA,Gold,221.93,1
68667BM4324036,PA,Gold,376.59,9
54696IG3381905,OH,Bronze,209.87,1
12035SO2669110,WI,Catastrophic,175.98,15
56196DL2104877,MI,Silver,325.55,4
93238LF2699327,IN,Bronze,232.58,15
85012QC6081586,SC,Gold,383.92,6
72641ZR4604044,OR,Bronze,187,1
46612DB3067765,TN,Bronze,173.69,2
48000KU2001625,WI,Silver,290.24,14
52016PP5255112,FL,Catastrophic,180.92,45
70314CO9305952,TX,Bronze,173.96,9
41149SL4866681,PA,Platinum,349.91,6
17483UW2413613,OR,Silver,265.01,6
49931HH0413532,NC,Bronze,272,5
34523RC3794874,WI,Silver,389.52,9
47278SK3805144,IN,Bronze,266.51,3
99775NZ9214207,FL,Gold,328.84,36
11566ZM5217558,WY,Silver,446.9,3
35429VQ9341101,TN,Platinum,497.22,4
30978SH6658810,SC,Silver,321.16,6
84018KC2449012,MO,Bronze,192.84,3
81757DE2780561,WI,Silver,326.96,11
03580KI5423925,IL,Silver,279.19,10
04262MB6386357,UT,Gold,286.81,4
72723KJ3990055,AZ,Platinum,590.49,3
03430EC1118419,IN,Bronze,316.65,2
21216OH0713586,OR,Silver,268.97,3
91626KX3966121,IN,Bronze,279.37,11
56883IC5039381,WV,Gold,321.01,11
99774ME0668466,MI,Catastrophic,189.67,11
04972OF6058013,TX,Gold,438.66,10
68666CX1586654,PA,Gold,303.66,6
04088GG1008541,PA,Bronze,181.39,3
35986FU6315057,MI,Bronze,197.27,12
28976BW6630890,WI,Gold,365.99,12
75174QR8310324,NC,Gold,344.16,5
72767OX3377292,IL,Bronze,223.69,12
16571HF1315969,LA,Bronze,237.72,1
96913HE1411788,LA,Bronze,303.91,5
60616MA4146942,FL,Silver,431.86,17
48289QF5522932,FL,Bronze,335.42,51
03663LQ9180916,OK,Silver,278.78,1
08849DJ4822343,SC,Silver,314.48,24
72422VX8872855,OH,Bronze,275.99,7
16544ID2505544,MI,Silver,291.89,8
35761CR3038376,WI,Bronze,315.62,12
74584VC1385727,AZ,Bronze,263.48,2
04706UV7578821,GA,Gold,386.73,2
44598CN0870342,MI,Bronze,220.8,6
95076SL3942903,VA,Silver,290.71,7
61320LS1862143,OH,Bronze,274.41,4
97195BH1878010,FL,Silver,301.41,53
92583LM0785469,TX,Silver,340.99,21
93868YF0358785,MO,Silver,372.28,4
78107KG0048134,WI,Bronze,207.82,7
12245XF7083819,FL,Catastrophic,215.63,66
75612BL2676793,GA,Bronze,239.09,12
91691HX1244566,WI,Bronze,292.96,11
08968NU8942828,MI,Bronze,196.94,8
42769CK3967949,MI,Bronze,247.24,11
61637GL2452164,MI,Platinum,412.31,4
14568QM5918126,IL,Bronze,261.14,6
50640IG7131857,PA,Gold,270.92,5
09989PE0755076,IN,Silver,314.39,6
69778OW4888248,OH,Silver,296,3
89138OT0012752,WI,Silver,310.95,14
73164NM8924813,OH,Bronze,269.87,9
83501VK2072229,FL,Silver,369.58,26
85491OG6112467,GA,Bronze,291.77,12
77691OO6855040,OH,Bronze,298.43,11
14660VQ9892151,MI,Bronze,215.56,13
68490DE1494496,WI,Catastrophic,203.86,3
37914RG3462990,FL,Silver,291.15,5
13423HE5995580,SC,Silver,230.81,25
26476NL1276073,FL,Silver,327.87,8
12998RW3125889,WI,Platinum,574.75,15
10899SY8481168,SD,Bronze,266.98,1
48651TC8997828,KS,Silver,254.97,1
00718DM9577366,IL,Gold,399.92,7
55399OT4579289,UT,Silver,262.12,3
37810XX0969062,SC,Bronze,217.32,39
48530SS9644593,NC,Silver,333.65,10
77242XO8997416,WI,Bronze,286.47,15
64215TO3936742,KS,Bronze,176.11,3
50629FB4637252,OH,Silver,365.74,11
47380EU9010202,VA,Bronze,261.04,6
85115EI4862565,VA,Gold,351.61,12
21121QX1498825,UT,Silver,317.22,6
45526QF2933434,FL,Gold,405.49,42
82126YX3197623,WI,Silver,339.72,1
95740DL3413172,FL,Silver,353.59,8
76390TT2155315,TX,Bronze,200.43,24
80412YA6588477,SC,Bronze,253.24,36
64629TU1924329,UT,Silver,272.2,5
60685WQ4773123,FL,Silver,288.92,3
89094UM7571779,IL,Catastrophic,252.13,2
92700OG4368385,SC,Gold,350.68,13
01347WI3596173,MI,Bronze,244.53,8
02036QW8950702,FL,Platinum,525.49,45
47475DM8722268,OH,Silver,342.6,14
47688YA9950638,TN,Silver,213.95,2
39387EB5470724,OH,Silver,254.44,12
49214MS5374982,OH,Silver,301.5,3
16685LZ7696773,AZ,Silver,301.38,1
84147TN9466598,TX,Silver,326.2,10
64327VL1864986,AR,Gold,378.85,3
99275MB7345559,NE,Bronze,236.54,4
24145UB7090016,WI,Bronze,321.55,15
01166KM7516712,WY,Silver,419.9,2
73795QV9207963,IN,Bronze,287.32,3
75179MS0628903,IN,Bronze,407.6,9
49440RY3477664,VA,Catastrophic,216.31,1
59089FT5694924,AZ,Silver,289.79,1
31662OU5684402,MI,Bronze,218.64,2
93995BO2067104,WI,Gold,404.51,14
74698BG5638278,WI,Silver,385.8,1
41456YI6915965,FL,Gold,437.11,30
90834RO1416679,FL,Bronze,329.8,35
39023ZH3382956,NM,Catastrophic,230.27,2
41507UK5188891,IN,Silver,370.77,11
26430HM1664389,SC,Silver,313.44,16
58181CW4894973,SC,Silver,299.65,46
51118SE5562979,FL,Catastrophic,225.78,65
99321UC5346674,OH,Gold,314.01,1
42417KK5727686,NC,Silver,314.08,13
23439CH0450044,TN,Silver,305.98,5
86064KJ5013681,UT,Gold,271.83,3
20901GV8869452,SC,Silver,301.98,42
66126BV9064608,MI,Silver,316.75,3
93008EQ6512328,OR,Catastrophic,159.63,6
62300DN6491639,FL,Silver,307.34,30
77554VN6358774,PA,Gold,359.49,3
40616CO3403885,FL,Silver,286.7,36
41469OG0611110,FL,Bronze,250.75,67
68837KZ5005088,AR,Silver,326.74,3
76422QX8797849,NV,Bronze,259.27,2
33257BY3978122,IL,Bronze,241.79,6
38547WV3062617,OH,Bronze,287.68,1
54225LY2837558,GA,Silver,372.17,9
30201WH9126384,WI,Catastrophic,158.42,14
91842WL0102854,TX,Bronze,237.64,9
43566DA5282709,OH,Silver,315.1,14
07196FE1753510,AZ,Gold,399.67,3
95783RJ0368341,UT,Silver,232.3,4
82786SY7992108,FL,Platinum,377.26,8
66437YX7728836,TX,Gold,289.04,15
05762ZF4827299,SC,Catastrophic,178.74,20
40568OP0743810,FL,Bronze,258.85,34
14734UY5272415,NM,Silver,281.49,2
87760HM2484352,NC,Gold,361.58,15
89418FY4832779,TX,Silver,211.32,5
80614BL3110518,AZ,Gold,254.36,6
87000RY8497984,SC,Bronze,413.75,18
22370OI0864297,NV,Bronze,222.82,1
53307ZM2218063,OH,Platinum,614.8,17
01608WV1389522,ND,Gold,372.79,4
17856XI6522123,LA,Catastrophic,174.08,2
59984CH5198598,TN,Gold,336.67,1
26376LG8759095,PA,Bronze,231.66,7
99595DO9999553,IN,Silver,302.7,4
99533MX7680433,SC,Silver,295.5,31
98364TL1202550,OR,Catastrophic,184,2
27473HE1819763,FL,Silver,371.88,28
73620CF2412588,OH,Silver,303.45,11
71500HE1226777,KS,Bronze,206.77,2
18700ER7819331,GA,Gold,396.64,6
05191LK6008802,AL,Bronze,249.19,5
20979DP7747951,WI,Gold,458.81,12
93398HK8294217,VA,Silver,313.8,12
49981OF4508872,MI,Silver,242.06,2
72085QL4765624,TX,Gold,408.25,10
