zipcode,state,county_code,name,rate_area
33337,FL,12011,Broward,6
33074,FL,12011,Broward,6
33346,FL,12011,Broward,6
33359,FL,12011,Broward,6
33340,FL,12011,Broward,6
33345,FL,12011,Broward,6
33355,FL,12011,Broward,6
33348,FL,12011,Broward,6
33349,FL,12011,Broward,6
33351,FL,12011,Broward,6
33394,FL,12011,Broward,6
33388,FL,12011,Broward,6
33073,FL,12011,Broward,6
33072,FL,12011,Broward,6
33061,FL,12011,Broward,6
33062,FL,12011,Broward,6
33060,FL,12011,Broward,6
33066,FL,12011,Broward,6
33064,FL,12011,Broward,6
33063,FL,12011,Broward,6
33065,FL,12011,Broward,6
33069,FL,12011,Broward,6
33068,FL,12011,Broward,6
33067,FL,12011,Broward,6
33071,FL,12011,Broward,6
32424,FL,12013,Calhoun,7
32421,FL,12013,Calhoun,7
32430,FL,12013,Calhoun,7
32466,FL,12013,Calhoun,7
32438,FL,12013,Calhoun,7
32442,FL,12013,Calhoun,7
32449,FL,12013,Calhoun,7
33917,FL,12015,Charlotte,8
34266,FL,12015,Charlotte,8
34269,FL,12015,Charlotte,8
33983,FL,12015,Charlotte,8
33982,FL,12015,Charlotte,8
33981,FL,12015,Charlotte,8
33980,FL,12015,Charlotte,8
33951,FL,12015,Charlotte,8
34224,FL,12015,Charlotte,8
34223,FL,12015,Charlotte,8
33950,FL,12015,Charlotte,8
33927,FL,12015,Charlotte,8
33949,FL,12015,Charlotte,8
33938,FL,12015,Charlotte,8
33947,FL,12015,Charlotte,8
33946,FL,12015,Charlotte,8
33948,FL,12015,Charlotte,8
33952,FL,12015,Charlotte,8
33953,FL,12015,Charlotte,8
33955,FL,12015,Charlotte,8
33954,FL,12015,Charlotte,8
34442,FL,12017,Citrus,9
34441,FL,12017,Citrus,9
34428,FL,12017,Citrus,9
34423,FL,12017,Citrus,9
34429,FL,12017,Citrus,9
34433,FL,12017,Citrus,9
34436,FL,12017,Citrus,9
34434,FL,12017,Citrus,9
34445,FL,12017,Citrus,9
34447,FL,12017,Citrus,9
34446,FL,12017,Citrus,9
34449,FL,12017,Citrus,9
34448,FL,12017,Citrus,9
34450,FL,12017,Citrus,9
34453,FL,12017,Citrus,9
34452,FL,12017,Citrus,9
34451,FL,12017,Citrus,9
34465,FL,12017,Citrus,9
34464,FL,12017,Citrus,9
34460,FL,12017,Citrus,9
34461,FL,12017,Citrus,9
34487,FL,12017,Citrus,9
34601,FL,12017,Citrus,9
32030,FL,12019,Clay,10
32058,FL,12019,Clay,10
32043,FL,12019,Clay,10
32050,FL,12019,Clay,10
32073,FL,12019,Clay,10
32067,FL,12019,Clay,10
32065,FL,12019,Clay,10
32068,FL,12019,Clay,10
32079,FL,12019,Clay,10
32656,FL,12019,Clay,10
32666,FL,12019,Clay,10
32006,FL,12019,Clay,10
32003,FL,12019,Clay,10
32140,FL,12019,Clay,10
32091,FL,12019,Clay,10
32160,FL,12019,Clay,10
32234,FL,12019,Clay,10
32244,FL,12019,Clay,10
34105,FL,12021,Collier,11
34101,FL,12021,Collier,11
34103,FL,12021,Collier,11
34104,FL,12021,Collier,11
34102,FL,12021,Collier,11
34134,FL,12021,Collier,11
34106,FL,12021,Collier,11
34108,FL,12021,Collier,11
34107,FL,12021,Collier,11
34110,FL,12021,Collier,11
34119,FL,12021,Collier,11
34109,FL,12021,Collier,11
34117,FL,12021,Collier,11
34113,FL,12021,Collier,11
34112,FL,12021,Collier,11
34116,FL,12021,Collier,11
34114,FL,12021,Collier,11
34120,FL,12021,Collier,11
34138,FL,12021,Collier,11
34135,FL,12021,Collier,11
34137,FL,12021,Collier,11
34139,FL,12021,Collier,11
34142,FL,12021,Collier,11
34141,FL,12021,Collier,11
34140,FL,12021,Collier,11
34146,FL,12021,Collier,11
34145,FL,12021,Collier,11
34143,FL,12021,Collier,11
32025,FL,12023,Columbia,12
32024,FL,12023,Columbia,12
32038,FL,12023,Columbia,12
32056,FL,12023,Columbia,12
32055,FL,12023,Columbia,12
32061,FL,12023,Columbia,12
32643,FL,12023,Columbia,12
32094,FL,12023,Columbia,12
32096,FL,12023,Columbia,12
33865,FL,12027,DeSoto,13
34266,FL,12027,DeSoto,13
34265,FL,12027,DeSoto,13
34268,FL,12027,DeSoto,13
34267,FL,12027,DeSoto,13
34269,FL,12027,DeSoto,13
32692,FL,12029,Dixie,14
32359,FL,12029,Dixie,14
32628,FL,12029,Dixie,14
32648,FL,12029,Dixie,14
32680,FL,12029,Dixie,14
32008,FL,12029,Dixie,14
32009,FL,12031,Duval,15
32073,FL,12031,Duval,15
32081,FL,12031,Duval,15
32277,FL,12031,Duval,15
32203,FL,12031,Duval,15
32202,FL,12031,Duval,15
32266,FL,12031,Duval,15
32201,FL,12031,Duval,15
32223,FL,12031,Duval,15
32205,FL,12031,Duval,15
32204,FL,12031,Duval,15
32210,FL,12031,Duval,15
32206,FL,12031,Duval,15
32222,FL,12031,Duval,15
32209,FL,12031,Duval,15
32208,FL,12031,Duval,15
32207,FL,12031,Duval,15
32211,FL,12031,Duval,15
32214,FL,12031,Duval,15
32099,FL,12031,Duval,15
32221,FL,12031,Duval,15
32216,FL,12031,Duval,15
32212,FL,12031,Duval,15
32217,FL,12031,Duval,15
32220,FL,12031,Duval,15
32219,FL,12031,Duval,15
32218,FL,12031,Duval,15
32231,FL,12031,Duval,15
32229,FL,12031,Duval,15
32224,FL,12031,Duval,15
32228,FL,12031,Duval,15
32232,FL,12031,Duval,15
32227,FL,12031,Duval,15
32225,FL,12031,Duval,15
32226,FL,12031,Duval,15
32240,FL,12031,Duval,15
32258,FL,12031,Duval,15
32239,FL,12031,Duval,15
32233,FL,12031,Duval,15
32238,FL,12031,Duval,15
32234,FL,12031,Duval,15
32237,FL,12031,Duval,15
32235,FL,12031,Duval,15
32236,FL,12031,Duval,15
32244,FL,12031,Duval,15
32241,FL,12031,Duval,15
32250,FL,12031,Duval,15
32247,FL,12031,Duval,15
32246,FL,12031,Duval,15
32245,FL,12031,Duval,15
32255,FL,12031,Duval,15
32254,FL,12031,Duval,15
32256,FL,12031,Duval,15
32257,FL,12031,Duval,15
32533,FL,12033,Escambia,16
32535,FL,12033,Escambia,16
32534,FL,12033,Escambia,16
32560,FL,12033,Escambia,16
32561,FL,12033,Escambia,16
32559,FL,12033,Escambia,16
32563,FL,12033,Escambia,16
32577,FL,12033,Escambia,16
32568,FL,12033,Escambia,16
32591,FL,12033,Escambia,16
32524,FL,12033,Escambia,16
32526,FL,12033,Escambia,16
32523,FL,12033,Escambia,16
32521,FL,12033,Escambia,16
32503,FL,12033,Escambia,16
32522,FL,12033,Escambia,16
32502,FL,12033,Escambia,16
32501,FL,12033,Escambia,16
32509,FL,12033,Escambia,16
32504,FL,12033,Escambia,16
32520,FL,12033,Escambia,16
32516,FL,12033,Escambia,16
32506,FL,12033,Escambia,16
32508,FL,12033,Escambia,16
32505,FL,12033,Escambia,16
32507,FL,12033,Escambia,16
32512,FL,12033,Escambia,16
32511,FL,12033,Escambia,16
32514,FL,12033,Escambia,16
32513,FL,12033,Escambia,16
32174,FL,12035,Flagler,17
32136,FL,12035,Flagler,17
32180,FL,12035,Flagler,17
32135,FL,12035,Flagler,17
32080,FL,12035,Flagler,17
32142,FL,12035,Flagler,17
32110,FL,12035,Flagler,17
32137,FL,12035,Flagler,17
32164,FL,12035,Flagler,17
32143,FL,12035,Flagler,17
32346,FL,12037,Franklin,18
32323,FL,12037,Franklin,18
32322,FL,12037,Franklin,18
32320,FL,12037,Franklin,18
32321,FL,12037,Franklin,18
32329,FL,12037,Franklin,18
32328,FL,12037,Franklin,18
32456,FL,12037,Franklin,18
32343,FL,12039,Gadsden,19
32351,FL,12039,Gadsden,19
32353,FL,12039,Gadsden,19
32352,FL,12039,Gadsden,19
32324,FL,12039,Gadsden,19
32330,FL,12039,Gadsden,19
32332,FL,12039,Gadsden,19
32333,FL,12039,Gadsden,19
39819,FL,12039,Gadsden,19
32619,FL,12041,Gilchrist,20
32693,FL,12041,Gilchrist,20
32643,FL,12041,Gilchrist,20
32669,FL,12041,Gilchrist,20
32008,FL,12041,Gilchrist,20
33471,FL,12043,Glades,21
34974,FL,12043,Glades,21
33935,FL,12043,Glades,21
33944,FL,12043,Glades,21
33960,FL,12043,Glades,21
32457,FL,12045,Gulf,22
32456,FL,12045,Gulf,22
32465,FL,12045,Gulf,22
32052,FL,12047,Hamilton,23
32053,FL,12047,Hamilton,23
32096,FL,12047,Hamilton,23
33865,FL,12049,Hardee,24
33873,FL,12049,Hardee,24
33890,FL,12049,Hardee,24
33834,FL,12049,Hardee,24
33972,FL,12051,Hendry,25
33440,FL,12051,Hendry,25
33975,FL,12051,Hendry,25
33930,FL,12051,Hendry,25
33935,FL,12051,Hendry,25
33936,FL,12051,Hendry,25
34142,FL,12051,Hendry,25
34661,FL,12053,Hernando,26
33597,FL,12053,Hernando,26
33523,FL,12053,Hernando,26
34636,FL,12053,Hernando,26
34614,FL,12053,Hernando,26
34611,FL,12053,Hernando,26
34604,FL,12053,Hernando,26
34603,FL,12053,Hernando,26
34602,FL,12053,Hernando,26
34601,FL,12053,Hernando,26
34607,FL,12053,Hernando,26
34606,FL,12053,Hernando,26
34605,FL,12053,Hernando,26
34609,FL,12053,Hernando,26
34613,FL,12053,Hernando,26
34608,FL,12053,Hernando,26
33857,FL,12055,Highlands,27
33852,FL,12055,Highlands,27
33862,FL,12055,Highlands,27
33875,FL,12055,Highlands,27
33872,FL,12055,Highlands,27
33871,FL,12055,Highlands,27
33870,FL,12055,Highlands,27
33876,FL,12055,Highlands,27
33825,FL,12055,Highlands,27
33826,FL,12055,Highlands,27
34974,FL,12055,Highlands,27
33960,FL,12055,Highlands,27
33610,FL,12057,Hillsborough,28
33587,FL,12057,Hillsborough,28
33547,FL,12057,Hillsborough,28
33503,FL,12057,Hillsborough,28
33527,FL,12057,Hillsborough,28
33534,FL,12057,Hillsborough,28
33530,FL,12057,Hillsborough,28
33571,FL,12057,Hillsborough,28
33572,FL,12057,Hillsborough,28
33540,FL,12057,Hillsborough,28
33544,FL,12057,Hillsborough,28
33549,FL,12057,Hillsborough,28
33559,FL,12057,Hillsborough,28
33548,FL,12057,Hillsborough,28
33567,FL,12057,Hillsborough,28
33550,FL,12057,Hillsborough,28
33558,FL,12057,Hillsborough,28
33556,FL,12057,Hillsborough,28
33563,FL,12057,Hillsborough,28
33570,FL,12057,Hillsborough,28
33594,FL,12057,Hillsborough,28
33566,FL,12057,Hillsborough,28
33564,FL,12057,Hillsborough,28
33596,FL,12057,Hillsborough,28
33565,FL,12057,Hillsborough,28
33595,FL,12057,Hillsborough,28
33602,FL,12057,Hillsborough,28
33598,FL,12057,Hillsborough,28
33568,FL,12057,Hillsborough,28
33569,FL,12057,Hillsborough,28
33601,FL,12057,Hillsborough,28
33609,FL,12057,Hillsborough,28
33604,FL,12057,Hillsborough,28
33608,FL,12057,Hillsborough,28
33603,FL,12057,Hillsborough,28
33607,FL,12057,Hillsborough,28
33606,FL,12057,Hillsborough,28
33605,FL,12057,Hillsborough,28
33616,FL,12057,Hillsborough,28
33586,FL,12057,Hillsborough,28
33573,FL,12057,Hillsborough,28
33579,FL,12057,Hillsborough,28
33613,FL,12057,Hillsborough,28
33612,FL,12057,Hillsborough,28
33611,FL,12057,Hillsborough,28
33621,FL,12057,Hillsborough,28
33615,FL,12057,Hillsborough,28
33614,FL,12057,Hillsborough,28
33575,FL,12057,Hillsborough,28
33617,FL,12057,Hillsborough,28
33620,FL,12057,Hillsborough,28
33578,FL,12057,Hillsborough,28
33619,FL,12057,Hillsborough,28
33860,FL,12057,Hillsborough,28
33584,FL,12057,Hillsborough,28
33618,FL,12057,Hillsborough,28
33583,FL,12057,Hillsborough,28
33592,FL,12057,Hillsborough,28
33655,FL,12057,Hillsborough,28
33646,FL,12057,Hillsborough,28
33650,FL,12057,Hillsborough,28
33624,FL,12057,Hillsborough,28
33623,FL,12057,Hillsborough,28
33622,FL,12057,Hillsborough,28
33626,FL,12057,Hillsborough,28
33625,FL,12057,Hillsborough,28
33647,FL,12057,Hillsborough,28
33629,FL,12057,Hillsborough,28
33630,FL,12057,Hillsborough,28
33633,FL,12057,Hillsborough,28
33635,FL,12057,Hillsborough,28
33637,FL,12057,Hillsborough,28
33631,FL,12057,Hillsborough,28
33634,FL,12057,Hillsborough,28
33509,FL,12057,Hillsborough,28
33508,FL,12057,Hillsborough,28
33511,FL,12057,Hillsborough,28
33510,FL,12057,Hillsborough,28
33661,FL,12057,Hillsborough,28
33810,FL,12057,Hillsborough,28
33660,FL,12057,Hillsborough,28
33674,FL,12057,Hillsborough,28
33673,FL,12057,Hillsborough,28
33672,FL,12057,Hillsborough,28
33664,FL,12057,Hillsborough,28
33663,FL,12057,Hillsborough,28
33662,FL,12057,Hillsborough,28
33694,FL,12057,Hillsborough,28
33675,FL,12057,Hillsborough,28
33682,FL,12057,Hillsborough,28
33677,FL,12057,Hillsborough,28
33680,FL,12057,Hillsborough,28
33679,FL,12057,Hillsborough,28
33681,FL,12057,Hillsborough,28
33685,FL,12057,Hillsborough,28
33684,FL,12057,Hillsborough,28
33689,FL,12057,Hillsborough,28
33688,FL,12057,Hillsborough,28
33687,FL,12057,Hillsborough,28
33686,FL,12057,Hillsborough,28
32425,FL,12059,Holmes,29
32464,FL,12059,Holmes,29
32440,FL,12059,Holmes,29
32455,FL,12059,Holmes,29
46979,IN,18023,Clinton,7
47174,IN,18025,Crawford,16
47175,IN,18025,Crawford,16
47112,IN,18025,Crawford,16
47118,IN,18025,Crawford,16
47116,IN,18025,Crawford,16
47123,IN,18025,Crawford,16
47137,IN,18025,Crawford,16
47140,IN,18025,Crawford,16
47145,IN,18025,Crawford,16
47513,IN,18025,Crawford,16
47576,IN,18025,Crawford,16
47449,IN,18027,Daviess,15
47568,IN,18027,Daviess,15
47558,IN,18027,Daviess,15
47519,IN,18027,Daviess,15
47501,IN,18027,Daviess,15
47529,IN,18027,Daviess,15
47562,IN,18027,Daviess,15
47553,IN,18027,Daviess,15
47001,IN,18029,Dearborn,14
47060,IN,18029,Dearborn,14
47016,IN,18029,Dearborn,14
47012,IN,18029,Dearborn,14
47018,IN,18029,Dearborn,14
47031,IN,18029,Dearborn,14
47022,IN,18029,Dearborn,14
47025,IN,18029,Dearborn,14
47032,IN,18029,Dearborn,14
47041,IN,18029,Dearborn,14
47225,IN,18031,Decatur,12
47240,IN,18031,Decatur,12
47006,IN,18031,Decatur,12
46156,IN,18031,Decatur,12
47037,IN,18031,Decatur,12
47244,IN,18031,Decatur,12
47272,IN,18031,Decatur,12
47246,IN,18031,Decatur,12
47263,IN,18031,Decatur,12
47261,IN,18031,Decatur,12
47265,IN,18031,Decatur,12
47283,IN,18031,Decatur,12
46173,IN,18031,Decatur,12
46763,IN,18033,DeKalb,3
46748,IN,18033,DeKalb,3
46755,IN,18033,DeKalb,3
46742,IN,18033,DeKalb,3
46788,IN,18033,DeKalb,3
46793,IN,18033,DeKalb,3
46795,IN,18033,DeKalb,3
46730,IN,18033,DeKalb,3
46738,IN,18033,DeKalb,3
46743,IN,18033,DeKalb,3
46710,IN,18033,DeKalb,3
46706,IN,18033,DeKalb,3
46705,IN,18033,DeKalb,3
46747,IN,18033,DeKalb,3
46785,IN,18033,DeKalb,3
46721,IN,18033,DeKalb,3
47338,IN,18035,Delaware,8
47336,IN,18035,Delaware,8
47342,IN,18035,Delaware,8
47354,IN,18035,Delaware,8
47356,IN,18035,Delaware,8
46070,IN,18035,Delaware,8
47368,IN,18035,Delaware,8
47367,IN,18035,Delaware,8
47320,IN,18035,Delaware,8
47302,IN,18035,Delaware,8
47304,IN,18035,Delaware,8
47303,IN,18035,Delaware,8
47308,IN,18035,Delaware,8
47307,IN,18035,Delaware,8
47305,IN,18035,Delaware,8
47306,IN,18035,Delaware,8
46001,IN,18035,Delaware,8
46012,IN,18035,Delaware,8
47383,IN,18035,Delaware,8
47386,IN,18035,Delaware,8
47396,IN,18035,Delaware,8
46017,IN,18035,Delaware,8
46989,IN,18035,Delaware,8
47334,IN,18035,Delaware,8
47564,IN,18037,Dubois,15
47432,IN,18037,Dubois,15
47575,IN,18037,Dubois,15
47580,IN,18037,Dubois,15
47513,IN,18037,Dubois,15
47532,IN,18037,Dubois,15
47521,IN,18037,Dubois,15
47523,IN,18037,Dubois,15
47527,IN,18037,Dubois,15
47590,IN,18037,Dubois,15
47541,IN,18037,Dubois,15
47549,IN,18037,Dubois,15
47542,IN,18037,Dubois,15
47547,IN,18037,Dubois,15
47546,IN,18037,Dubois,15
47545,IN,18037,Dubois,15
46767,IN,18039,Elkhart,2
46517,IN,18039,Elkhart,2
46527,IN,18039,Elkhart,2
46528,IN,18039,Elkhart,2
46526,IN,18039,Elkhart,2
46530,IN,18039,Elkhart,2
46543,IN,18039,Elkhart,2
46540,IN,18039,Elkhart,2
46542,IN,18039,Elkhart,2
46550,IN,18039,Elkhart,2
46553,IN,18039,Elkhart,2
46561,IN,18039,Elkhart,2
46567,IN,18039,Elkhart,2
46507,IN,18039,Elkhart,2
46565,IN,18039,Elkhart,2
46573,IN,18039,Elkhart,2
46516,IN,18039,Elkhart,2
46514,IN,18039,Elkhart,2
46515,IN,18039,Elkhart,2
47357,IN,18041,Fayette,11
47352,IN,18041,Fayette,11
47322,IN,18041,Fayette,11
47325,IN,18041,Fayette,11
47387,IN,18041,Fayette,11
47327,IN,18041,Fayette,11
47331,IN,18041,Fayette,11
46127,IN,18041,Fayette,11
46133,IN,18041,Fayette,11
46173,IN,18041,Fayette,11
47172,IN,18043,Floyd,16
47164,IN,18043,Floyd,16
47165,IN,18043,Floyd,16
47106,IN,18043,Floyd,16
47124,IN,18043,Floyd,16
47117,IN,18043,Floyd,16
47122,IN,18043,Floyd,16
47119,IN,18043,Floyd,16
47136,IN,18043,Floyd,16
47146,IN,18043,Floyd,16
47151,IN,18043,Floyd,16
47150,IN,18043,Floyd,16
47933,IN,18045,Fountain,7
47918,IN,18045,Fountain,7
47932,IN,18045,Fountain,7
47949,IN,18045,Fountain,7
47990,IN,18045,Fountain,7
47952,IN,18045,Fountain,7
47987,IN,18045,Fountain,7
47958,IN,18045,Fountain,7
47994,IN,18045,Fountain,7
47969,IN,18045,Fountain,7
47988,IN,18045,Fountain,7
47240,IN,18047,Franklin,14
47003,IN,18047,Franklin,14
47006,IN,18047,Franklin,14
47353,IN,18047,Franklin,14
47060,IN,18047,Franklin,14
47016,IN,18047,Franklin,14
47010,IN,18047,Franklin,14
47012,IN,18047,Franklin,14
47030,IN,18047,Franklin,14
47024,IN,18047,Franklin,14
47036,IN,18047,Franklin,14
47035,IN,18047,Franklin,14
47331,IN,18047,Franklin,14
46173,IN,18047,Franklin,14
46951,IN,18049,Fulton,6
46539,IN,18049,Fulton,6
46950,IN,18049,Fulton,6
46912,IN,18049,Fulton,6
46922,IN,18049,Fulton,6
46511,IN,18049,Fulton,6
46570,IN,18049,Fulton,6
46910,IN,18049,Fulton,6
46960,IN,18049,Fulton,6
46985,IN,18049,Fulton,6
46931,IN,18049,Fulton,6
46935,IN,18049,Fulton,6
46988,IN,18049,Fulton,6
46982,IN,18049,Fulton,6
46939,IN,18049,Fulton,6
46975,IN,18049,Fulton,6
46978,IN,18049,Fulton,6
46501,IN,18049,Fulton,6
46945,IN,18049,Fulton,6
47649,IN,18051,Gibson,17
47640,IN,18051,Gibson,17
47648,IN,18051,Gibson,17
47647,IN,18051,Gibson,17
47660,IN,18051,Gibson,17
47654,IN,18051,Gibson,17
47665,IN,18051,Gibson,17
47670,IN,18051,Gibson,17
47666,IN,18051,Gibson,17
47683,IN,18051,Gibson,17
47612,IN,18051,Gibson,17
47613,IN,18051,Gibson,17
47616,IN,18051,Gibson,17
47633,IN,18051,Gibson,17
47725,IN,18051,Gibson,17
47639,IN,18051,Gibson,17
46036,IN,18053,Grant,8
47342,IN,18053,Grant,8
46952,IN,18053,Grant,8
46986,IN,18053,Grant,8
47348,IN,18053,Grant,8
46930,IN,18053,Grant,8
46957,IN,18053,Grant,8
46953,IN,18053,Grant,8
46928,IN,18053,Grant,8
46070,IN,18053,Grant,8
46919,IN,18053,Grant,8
46987,IN,18053,Grant,8
46989,IN,18053,Grant,8
46933,IN,18053,Grant,8
46938,IN,18053,Grant,8
46940,IN,18053,Grant,8
46991,IN,18053,Grant,8
47838,IN,18055,Greene,15
47460,IN,18055,Greene,15
47459,IN,18055,Greene,15
47462,IN,18055,Greene,15
47465,IN,18055,Greene,15
47471,IN,18055,Greene,15
47449,IN,18055,Greene,15
47438,IN,18055,Greene,15
47443,IN,18055,Greene,15
47441,IN,18055,Greene,15
47439,IN,18055,Greene,15
47445,IN,18055,Greene,15
47562,IN,18055,Greene,15
47578,IN,18055,Greene,15
47848,IN,18055,Greene,15
47403,IN,18055,Greene,15
47457,IN,18055,Greene,15
47529,IN,18055,Greene,15
47424,IN,18055,Greene,15
47453,IN,18055,Greene,15
46280,IN,18057,Hamilton,10
46290,IN,18057,Hamilton,10
46037,IN,18057,Hamilton,10
46040,IN,18057,Hamilton,10
46038,IN,18057,Hamilton,10
47018,IN,18057,Hamilton,10
46034,IN,18057,Hamilton,10
46050,IN,18057,Hamilton,10
46055,IN,18057,Hamilton,10
46064,IN,18057,Hamilton,10
46062,IN,18057,Hamilton,10
46061,IN,18057,Hamilton,10
46060,IN,18057,Hamilton,10
46069,IN,18057,Hamilton,10
46072,IN,18057,Hamilton,10
46077,IN,18057,Hamilton,10
46074,IN,18057,Hamilton,10
46033,IN,18057,Hamilton,10
46032,IN,18057,Hamilton,10
46082,IN,18057,Hamilton,10
46085,IN,18057,Hamilton,10
46031,IN,18057,Hamilton,10
46030,IN,18057,Hamilton,10
46236,IN,18057,Hamilton,10
46250,IN,18057,Hamilton,10
46256,IN,18057,Hamilton,10
46260,IN,18057,Hamilton,10
46268,IN,18057,Hamilton,10
46240,IN,18057,Hamilton,10
46154,IN,18059,Hancock,11
46040,IN,18059,Hancock,11
46064,IN,18059,Hancock,11
46056,IN,18059,Hancock,11
46055,IN,18059,Hancock,11
46140,IN,18059,Hancock,11
46239,IN,18059,Hancock,11
46186,IN,18059,Hancock,11
46235,IN,18059,Hancock,11
46229,IN,18059,Hancock,11
46236,IN,18059,Hancock,11
46115,IN,18059,Hancock,11
46161,IN,18059,Hancock,11
46117,IN,18059,Hancock,11
46148,IN,18059,Hancock,11
47384,IN,18059,Hancock,11
46129,IN,18059,Hancock,11
46130,IN,18059,Hancock,11
46163,IN,18059,Hancock,11
47164,IN,18061,Harrison,16
47160,IN,18061,Harrison,16
47161,IN,18061,Harrison,16
47107,IN,18061,Harrison,16
47110,IN,18061,Harrison,16
47125,IN,18061,Harrison,16
47112,IN,18061,Harrison,16
47124,IN,18061,Harrison,16
47114,IN,18061,Harrison,16
47115,IN,18061,Harrison,16
47117,IN,18061,Harrison,16
47122,IN,18061,Harrison,16
47120,IN,18061,Harrison,16
47135,IN,18061,Harrison,16
47136,IN,18061,Harrison,16
47137,IN,18061,Harrison,16
47142,IN,18061,Harrison,16
47166,IN,18061,Harrison,16
46197,IN,18063,Hendricks,10
46158,IN,18063,Hendricks,10
46052,IN,18063,Hendricks,10
46278,IN,18063,Hendricks,10
46123,IN,18063,Hendricks,10
46231,IN,18063,Hendricks,10
46122,IN,18063,Hendricks,10
46180,IN,18063,Hendricks,10
46234,IN,18063,Hendricks,10
46149,IN,18063,Hendricks,10
47968,IN,18063,Hendricks,10
46121,IN,18063,Hendricks,10
46147,IN,18063,Hendricks,10
46165,IN,18063,Hendricks,10
46118,IN,18063,Hendricks,10
46168,IN,18063,Hendricks,10
46167,IN,18063,Hendricks,10
46113,IN,18063,Hendricks,10
46112,IN,18063,Hendricks,10
46103,IN,18063,Hendricks,10
47346,IN,18065,Henry,11
47337,IN,18065,Henry,11
47344,IN,18065,Henry,11
46186,IN,18065,Henry,11
47352,IN,18065,Henry,11
47354,IN,18065,Henry,11
47356,IN,18065,Henry,11
46056,IN,18065,Henry,11
47360,IN,18065,Henry,11
47361,IN,18065,Henry,11
47362,IN,18065,Henry,11
47366,IN,18065,Henry,11
47302,IN,18065,Henry,11
46148,IN,18065,Henry,11
47351,IN,18065,Henry,11
47385,IN,18065,Henry,11
47384,IN,18065,Henry,11
47386,IN,18065,Henry,11
47388,IN,18065,Henry,11
47387,IN,18065,Henry,11
47327,IN,18065,Henry,11
46117,IN,18065,Henry,11
47334,IN,18065,Henry,11
46995,IN,18067,Howard,6
46039,IN,18067,Howard,6
46903,IN,18067,Howard,6
46068,IN,18067,Howard,6
46904,IN,18067,Howard,6
46902,IN,18067,Howard,6
46901,IN,18067,Howard,6
46919,IN,18067,Howard,6
46929,IN,18067,Howard,6
46965,IN,18067,Howard,6
46928,IN,18067,Howard,6
46076,IN,18067,Howard,6
46932,IN,18067,Howard,6
46986,IN,18067,Howard,6
46936,IN,18067,Howard,6
46979,IN,18067,Howard,6
46937,IN,18067,Howard,6
46766,IN,18069,Huntington,3
46770,IN,18069,Huntington,3
46952,IN,18069,Huntington,3
46962,IN,18069,Huntington,3
46991,IN,18069,Huntington,3
46750,IN,18069,Huntington,3
46714,IN,18069,Huntington,3
46783,IN,18069,Huntington,3
46792,IN,18069,Huntington,3
46725,IN,18069,Huntington,3
46787,IN,18069,Huntington,3
46713,IN,18069,Huntington,3
46702,IN,18069,Huntington,3
46940,IN,18069,Huntington,3
47228,IN,18071,Jackson,12
47220,IN,18071,Jackson,12
47229,IN,18071,Jackson,12
47235,IN,18071,Jackson,12
47102,IN,18071,Jackson,12
47249,IN,18071,Jackson,12
47260,IN,18071,Jackson,12
47264,IN,18071,Jackson,12
47281,IN,18071,Jackson,12
47274,IN,18071,Jackson,12
47978,IN,18073,Jasper,5
47977,IN,18073,Jasper,5
46341,IN,18073,Jasper,5
47943,IN,18073,Jasper,5
47995,IN,18073,Jasper,5
47946,IN,18073,Jasper,5
46392,IN,18073,Jasper,5
47948,IN,18073,Jasper,5
46374,IN,18073,Jasper,5
47959,IN,18073,Jasper,5
47957,IN,18073,Jasper,5
46310,IN,18073,Jasper,5
46380,IN,18073,Jasper,5
47922,IN,18073,Jasper,5
47336,IN,18075,Jay,8
47381,IN,18075,Jay,8
47371,IN,18075,Jay,8
47359,IN,18075,Jay,8
47369,IN,18075,Jay,8
46740,IN,18075,Jay,8
47380,IN,18075,Jay,8
47373,IN,18075,Jay,8
47390,IN,18075,Jay,8
47326,IN,18075,Jay,8
47224,IN,18077,Jefferson,16
47227,IN,18077,Jefferson,16
47043,IN,18077,Jefferson,16
47243,IN,18077,Jefferson,16
47230,IN,18077,Jefferson,16
47170,IN,18077,Jefferson,16
47250,IN,18077,Jefferson,16
47270,IN,18077,Jefferson,16
47138,IN,18077,Jefferson,16
47147,IN,18077,Jefferson,16
47231,IN,18077,Jefferson,16
47223,IN,18079,Jennings,12
47229,IN,18079,Jennings,12
47227,IN,18079,Jennings,12
47232,IN,18079,Jennings,12
47037,IN,18079,Jennings,12
47231,IN,18079,Jennings,12
47273,IN,18079,Jennings,12
47270,IN,18079,Jennings,12
47245,IN,18079,Jennings,12
47265,IN,18079,Jennings,12
47274,IN,18079,Jennings,12
47282,IN,18079,Jennings,12
47283,IN,18079,Jennings,12
47230,IN,18079,Jennings,12
46181,IN,18081,Johnson,13
46184,IN,18081,Johnson,13
46160,IN,18081,Johnson,13
46142,IN,18081,Johnson,13
46143,IN,18081,Johnson,13
46164,IN,18081,Johnson,13
46124,IN,18081,Johnson,13
46131,IN,18081,Johnson,13
46151,IN,18081,Johnson,13
46259,IN,18081,Johnson,13
46162,IN,18081,Johnson,13
46106,IN,18081,Johnson,13
46110,IN,18081,Johnson,13
47573,IN,18083,Knox,15
47578,IN,18083,Knox,15
47535,IN,18083,Knox,15
